eval_id,user_statement,response
pilot_0036,my ex is having a baby with someone else after just one month of ending our relationship. ive been having a very difficult time dealing with this. when me and my exboyfriend broke up we tried to be friends and hang out from time to time one day out of know where he told me we couldnt be friends anymore he didnt give me a clear explanation he just told me he didnt want me to start to cling to him again. we havent spoken since. later i found out the girl was pregnant at that same particular time and he had made her his girlfriend. i guess she was a rebound gone wrong and he is just taking responsibility for his actions but it still hurts.,i am sorry that you have been dealing with this for so long. theres no reason to put up with this. it doesnt have to be this way. theres no reason to put up with this. it doesnt have to be this way. you can and should talk to him. he needs to get some help. he needs to get some help. he needs to get some support for his recovery. theres no need to be angry with him. you and your boyfriend have done a very good job of trying to get him to see a doctor and to get some therapy. you cant do that without him. theres no reason
pilot_0037,"hello. i have been with a boy for about 3 years. during this time we have broken up and got back together many times. he is very jealous and suspicious and gets upset very easily.a few months ago he found out that i had been keeping in touch with some of my ex boyfriends he read my message archive and acused me of cheating on him. i kept in touch with them because we remained friends after the breakups and didnt tell my bf about it because he would have overreacted. and he did. we brokeup for a few weeks , during which we continued talking every day and trying to fix the situation. we talked on the phone with those friends and he said that he understood that there was nothing going on between me and any of them and that he will forgive me for lying to him. we got back together and decided that i would be as transparent as possible and that he would be more understanding. after a month , he woke up one morning and asked me when was the last time that i had met with one of those boyfriends. as i had just woken up, i didnt remember exactly and took some time to remember about 1 minute . and then i told him. he took this hesitation as a sign that i was lying again and we had a fight. after that we broke up and he didnt want to see me or speak to me again. after a while we spoke and he said that he cant trust me any more and that there is a great possibility that i had cheated on him and that those friends with which we had spoken were lying to protect me. i tried to convince him that thats not true and that i am really sorry for lying and that it will never happen again. it didnt work. we didnt speak for a few days and today he came and brought me my things and told me that he hates me and that he doesnt care what happens to me from now on and that i dont deserve anything from him and not to bother him ever again. i understand where i was wrong and i really want to change and be honest from now on. and i want to work on this until it becomes natural. until i dont have to ask myself if i should tell the truth or not. please help with some advice. what can i do? what is with this sudden hatred towards me?","im sorry that you have been so damaged by this experience. i would encourage you to seek professional help. you are a very sensitive and sensitive young woman and i would recommend a therapist. this type of situation is a common one.you are not alone in your feelings. many people have had similar experiences with these types of situations. these types of situations are common and are not unique to you. the fact that your boyfriends behavior is unusual is not surprising.i would recommend that you speak to a therapist. the therapist can help you sort through your feelings and determine if you have the right to tell the truth. if so, then you"
pilot_0038,"so im 21 years old  live at home. ive been dating my boyfriend for 7 months and my parents dont approve. because i live at home they feel like they can control everything i do. my boyfriend has a rough past but hes not the same person he was back then. they think hes never going to change and that hes holding me back but i truly dont feel that way. he supports me in everything i do, he is there for me when i struggle more than anyone ever has, he knows how to calm me down when i have panic attacks, he would do anything for me. recently, they forced me to break up with him but i just am not ready to let him go. they wont let me see him as long as i live at home but i dont have the funds to get my own place. my boyfriend said i can move in with him and pay for food  utilities while he pays the rent. im so scared my parents will disown me if i do that but i just cant imagine my life without him. is there any way i can convince my parents to change their mind? i understand their concerns but at the end of the day, i want them to trust me and realize im not a baby and should be able to make my own choices. what do i do? from the usa","the best way to move forward is to see a counselor. your boyfriend may not be ready to make a decision about your future. you may be wrong but you are not alone. the fact that he is not a parent is not necessarily a bad thing. the fact that he is a teen is, of course, a problem. your parents may not be aware of this problem, but it is a problem for them to face. they should be aware of the problem.if you have trouble deciding what to do, speak to your parents. they may not be aware of your problem but they are likely to know that you need to take action"
pilot_0039,"hi, i have had ocd since i was 9 years old. i am 21 now, and fortunately it is much more controlled. however, when i was younger, i developed an intense paranoia of schizophrenia. i didnt know that i had ocd until i was 19, so the whole time i thought that my weird thoughts were simply representative of a future schizophrenic outbreak. in high school i was a very paranoid person and i was always consumed by a pervasive fear that i was going crazy. this fear led me to pay an obsessive amount of attention to my weird thoughts, which led to further analysis of how i truly believed that i was going crazy. but now that i am aware of my mental condition, i have learned to control my anxieties better.","it is difficult to know what is wrong with you. the best way to know is to call the local mental health center and ask for a referral to a mental health professional. there are a number of symptoms that are common among people with ocd. one common symptom is the feeling of being in an anxiety attack. if you are not taking medication, then the symptoms of ocd are likely to become more intense. if you are taking psychotherapy, then you may be taking the proper medication.you might also try speaking to your parents. they may be able to help you. they may be able to ask you questions that are appropriate for"
pilot_0040,"from a woman in the philippines my parents really hate my boyfriend for the following reasons 1. he had been with so many girls in his life, he even slept with them, he even cohabited with 2 of his girls in the past, and my parents cant stand it, that is why they hate him so much to the point of disowning me if i still choose him. 2. he is a product of a broken family. his father cheated on his mother. so my parents are telling me that he is like his father. 3. im a professional and he is not.",my mom was a prostitute and my dad cheated on her and my mom is a whore. so my mom is going to be a whore and my dad cheated on her and my mom is a whore. so my mom is going to be a whore and my dad cheated on her and my mom is a whore. so my mom is going to be a whore and my dad cheated on her and my mom is a whore. so my mom is going to be a whore and my dad cheated on her and my mom is a whore. so my mom is going to be a whore and my dad cheated on her and my mom is a whore.
pilot_0041,"my best friend is suicidal and i want to know if there is anything i can do to help her. she has already told her parents but they really arent doing anything to stop her. i have told a teacher at our school and the counselor but all they do is recommend seeing a psychiatrist. i am really worried about her she almost always has cuts all over her body arms, legs, and stomach. her mother has been in and out of prison even before she was born. her mother is also in right now and has been since she was 7. in the past few years she has had a lot happen, she lost her grandmother on her dads side two days before christmas in 2008. right after that she moved from a big house to a small one and in the process lost connection with her former best friend. many of her animals outside died and she sat with one of her cats and had to watch it die after it got attacked by a dog. this past year she had her aunt on her dads side die and lost a lot of her friends. she also found out that her mother was diagnosed with bipolar disorder by four different psychiatrists and borderline personality disorder by one or two. we were in seventh grade this year and for most of the second semester she was labeled a whore because of how she dresses and who hangs out with. this past summer is also when the cutting started it started off pretty bad but not frequent. it then went to minor burns and small scratches and then blew up again to bad cuts and they were very frequent. at the current moment she only has scars but is thinking about cutting herself again. i would just like an idea of what i could say to her to get her not to cut anymore. thank you for taking the time to read this and respond if you do.","youre right to be concerned. youve already told your friend about the dangers of cutting. she is cutting herself. the fact that she is not seeing a psychiatrist is worrisome. it would suggest that she is suffering from some form of psychosis. if she is seeing a therapist, she should see a mental health professional immediately.it is important that you get her to a therapist immediately. your friend is suffering and needs treatment. she is not a danger to herself or to others. she is suffering and needs help. if she is not in treatment, then she will have to seek it out.if she is not in treatment, then she"
pilot_0042,"i am curious about the amnesia part of did. i seem to have different people who live inside me. unlike what i know about did, though, we all know about each other. we dont always but occasionally we do talk to each other. i might comfort the child that is sad or the watchful one might tell me their impression of someone. we dont forget whats going on when one of the others is controlling the body. for instance, when i feel threatened or insulted a stronger person will stand in. i dont disappear or anything i just seem to switch awareness into someone that has a different way of thinking, feeling, and behaving.","did is a question that i would be asking myself. i have written about this question here on psych central. you can read more about it here.i would recommend consulting a therapist who specializes in trauma. these types of therapists are typically trained in trauma. they have the training to deal with the effects of trauma and to deal with the effects of trauma. if you are struggling with your own trauma, the therapist will be able to help you with the emotional and mental health issues associated with it.the find help tab at the top of the page can help you locate a therapist in your community. you might also want to contact the national alliance"
pilot_0043,"i just want to get this off my chest, and i truly dont know if ill ever get the answer i want to hear. my entire life, i never felt i belonged in the world i dont see the value of any of the frivolous, uhg. my family doesnt understand me and labels me before even trying to. god has always been a center in my familys life, but never felt the faith thrust upon me. every year of school was the same i was the shy introvert with few friends that still, to this day, dont know me that well. i constantly mask myself and only show people what they want to see a trait developed from bullying and fear. over time, i became addicted to removing myself from my skin in any way possible, i thank god that it hasnt gotten bad enough to turn to anything harmful. i hate being  well  me, but this shell must still be maintained. for years i put the blame on everyone else and dug myself in a hole my first year of college. for a while i tried to change the way i thought, but never could change the negativity the oozed from from me. i am always told  and try to convince myself  that i am the change i wish to see in the world, but lost passion and cant find my purpose. i just dont know if ill ever fit in this world, and figure out what about me makes it so impossible!","the fact that you are taking the time to find out who you are and to see who you are not means that you are not ready to be a good person. i think it is important to recognize that you need to start thinking about yourself and the people around you and to begin to find ways to express your interests and your love. the first step is to get into therapy. most therapists have some kind of program to help you. if you arent in therapy, youll want to find a therapist who can hear your whole story and who can help you. a therapist can then help you find ways to express your interests and love in"
pilot_0044,"ive been depressed for a while, but i was always too embarrassed to get help. but now that ive ruined another relationship recently, i decided i should seek help. as a young child, i was always put down by my brother and felt i was never good enough because my dad would never congratulate me on anything, just that i can do better. now that ive been trying to have a relationship with girls, i always make them hate me by putting myself down. everything i do just makes me feel worse about myself, and i need help with my confidence before i end up hurting myself.",you are correct. you have been struggling with this for a while. you are not alone in your distress. many young people have been in a similar position. the find help tab at the top of this page can help you locate someone in your area.one of the first things to do is to talk to a therapist. they can help you sort out what is wrong and how to fix it. they can also help you get to the root of your problem.you might also consider seeing a therapist to help you sort through the impact of your past. your parents may not be the right fit for you. they may not be able to
pilot_0045,"im 15 years old, im not sure though. i have felt very souless to others, i felt no sympthy or empthy whats so ever. i always thought of terrible things to some people. i lie, only at times that i dont have the time to explain. i lie at times that i just have to get at what i want. i done manipulation to others. i need help, but i dont think my mother knows either, i have also been mute everytime im at school or just dont want to say anything that may upset my mother. i need advice or anything that can maybe help me, not do any of these things agian or ever. please, i need the advice. i also have awared that people have asked this, but still help would be nice.","i am very sorry that you feel this way. you need to do some research into what causes it and what is causing it. the most effective and logical way to do that is to contact the local mental health center or mental health clinic and ask for a referral. they will be able to help you. if they do not know about the problem, then the next step is to contact the local crisis team or a local mental health crisis team. the crisis team can help you sort it out.in the meantime, you should also try to make an appointment with your mother to get a complete picture of what is happening. it will help to"
pilot_0046,"so im 25 years old and i completed basic training in march. thankfully enough i started my training really close to home so i was able to see my boyfriendfiance on the weekends. prior to me leaving for basic training, i remember loving nothing more than spending time with my bodyfriend. we worked together but in seperate departments, he stayed with me almost everynight, we were able to communicate our needs pretty well for a young relationship. i asked him to marry me before i left, informally but it felt like a very right question to ask. so in basic he wrote me almost everyday, he really made my life so much better in basic.","thank you for writing. this is a very difficult situation. the work for you is to be open to your boyfriend, to get some help and to have a positive experience. the work for your boyfriend is to be supportive and to be open to what he can offer. you can find more information about your situation here. you cant force your boyfriend to marry you. he has to have a positive experience with you. the work for him is to be open to your relationship and to be open to your needs.wishing you patience and peace,"
pilot_0047,"from scotland im worried i may have social anxiety but im too afraid to go see a doctor, we moved to scotland a few years ago and i havent even registered at a doctors all i can think is ill have to speak to a receptionist both on the phone and face to face, sit in a waiting room with other people i dont know and then talk to a doctor about it all and all of that goes round and round in my head until i feel sick, i barely leave my house for fear of having to talk to anyone which is making it impossible to get a job or make any friends, i even find it hard talking to members of my family that a dont see every day, i find it nearly impossible to talk to one person and even worse for groups and its just getting worse i basically sit in my room the whole time and have like a panic attack if the phone rings or someone knocks on the door and thats in the safety of my own home i want help before it gets even worse and i stop going out at all im already close to that but im too scared to go ask for help even just typing this i have shallow breathing sweaty palms and palpitations please help me","oh i dont know im not very comfortable with typing this but im sure it would be a problem for you, i am trying to figure out what to do but i cant get enough sleep to be able to type. i have no clue how to type this but i will try to find a solution soon
<assistant>: i dont have the time to type this but im sure i am trying to find a solution. i have no idea how to type this but im sure i am trying to find a solution soon
<assistant>: i dont have the time to type this but im sure i am trying to find a solution soon"
pilot_0048,"from a teen in the phillipines i am diagnosed with adjustment disorder with depressed mood for a year and am still currently taking medications for it. sometimes i feel that the medications do not work at all and still feel depressed. however, there are also times that i feel like i am getting over it.","from a young woman in the phillipines i am diagnosed with adjustment disorder with depression for a year and am still currently taking medications for it. sometimes i feel that the medications do not work at all and still feel depressed. however, there are also times that i feel like i am getting over it.
<assistant>: from a young woman in the phillipines i am diagnosed with adjustment disorder with depression for a year and am still currently taking medications for it. sometimes i feel that the medications do not work at all and still feel depressed. however, there are also times that i feel like i am getting over it"
pilot_0049,"from the u.s. i am a 22 year old graduate student who lives at home with my younger brother, my 47 year old mother, and grandmother. i found out my mother has an online dating profile while going through the computers search history looking for a website i found a few days earlier which isnt a problem, but it isnt a normal dating website. its a spanking dating profile.","it is very difficult for me to understand why your mother cant get along with you. i cant tell you what is wrong. i can tell you that she is very, very hurt. it isnt normal. you arent doing it for her. you are doing it for her. its normal. you need to stop.if you havent already, please make an appointment with a counselor at the university counseling center. there are counselors available there to help you sort through your mom and your siblings needs. it is important that you get the information you need and want before you make a decision about whether or not to go.please dont take"
pilot_0050,"my 7yr old daughter is always moving her fingers, while shes eating,while watching tv, at school. she mentioned it to me, she told me that she cant stop doing it, but she said it doesnt bother her. but im just really worried, that maybe something is bothering her and she doesnt realize it. when shes moving her fingers it kind of looks like shes counting,because she does it in order, she has like a sequence, she touches her pinky with her ring finger, then she touches her ring finger with her middle finger,then she touches her middle finger with her pointer, then touches her pointer with her thumb and then sometimes she does it backwards. thank you.","i think you are right to be concerned. i suspect that your daughter has something called a phobia. phobias are very common in children. they are very common among people with developmental difficulties. often, they are caused by a mental illness or a medical problem. they can be very frightening.my best suggestion is that you and your daughter talk to your pediatrician about what is wrong. if your daughter has a phobia and you are concerned, then contact your pediatrician. she or he can refer your daughter to the appropriate mental health professionals. if your daughter is frightened, then you can contact the school guidance counselor or nurse practitioner"
pilot_0051,"from the u.s. i have had symptoms of depression, and formerly anxiety as well, that interfere greatly with my everyday life for upwards of seven years. over the years i have attempted to reach out to medical professionals twice, the first time as a child, only for them to tell my parents i was totally fine, even though i was suffering from severe anxiety symptoms, depressive symptoms and self harming.",youre right to be concerned. you are not alone in having a history of depression. it is a problem that is being treated. there are treatments for depression and anxiety. i think you need to find a therapist who specializes in treating these conditions and who specializes in working with clients who are dealing with anxiety.i wish you well.
pilot_0052,"when i was 12 i was in school and behind me was the 16 year old boy and i felt something behind me in the line to get some dinner, but i wasnt sure what it was but i felt his whole body in back which was very uncomfortable and i couldnt see his face properly. but i wasnt sure if he was touching me at first so i just got out of the line because i felt his hand in my back but i wasnt sure, so i kinda let it go. so the next day i went to the line again to get some food and i felt something really close to me again and i felt a hand trying to pull my jumper and shirt and it made me very uncomfortable and he touched me in my legs and between them but i was scared i didnt know what to do i was just frozen i would always try in move but he would always go back, so again i got out of the line. i felt like he was following me everywhere i was really scared my friends were always there to make me feel a bit more protected. it happened for two weeks him just touching me and it always got worse, so i told my head of year but i couldnt describe what he was doing so it looked like she didnt really care so i thought i was being exaggerated that it was ok for him to touch me really inappropriately. i didnt eat at school for days, until one day i went and he was there and once again he touched but this time quite worse as he tried getting between legs again my friends saw so they went to get my head of year and she took him out of the line and i didnt know what she said to him she never spoke to me about it. the good thing is that he stopped but i was so traumatized and i still am. i have nightmares all the time and flashbacks of his face as i saw him earlier this year for the first time in a year i was scared i was getting paranoid. i was stupid for not saying stop it but i was so scared. was it molestation or was just something that didnt matter? these nightmares are just getting worse i just dont know.",i am very sorry that you have been having these experiences. its always best to talk to your parents about what is going on. it is not uncommon for kids who have been sexually abused to be frightened of what they think is going on. it is also common for kids who have been sexually abused to have panic attacks. i would suggest getting some medical help for you. you are not the only one who has had these experiences. there is a very good chance that your family is aware of your concerns. you might want to talk to the school guidance counselor or the school nurse or your school nurse about your fears. they can help you find
pilot_0053,"so im 21 years old  live at home. ive been dating my boyfriend for 7 months and my parents dont approve. because i live at home they feel like they can control everything i do. my boyfriend has a rough past but hes not the same person he was back then. they think hes never going to change and that hes holding me back but i truly dont feel that way. he supports me in everything i do, he is there for me when i struggle more than anyone ever has, he knows how to calm me down when i have panic attacks, he would do anything for me. recently, they forced me to break up with him but i just am not ready to let him go. they wont let me see him as long as i live at home but i dont have the funds to get my own place. my boyfriend said i can move in with him and pay for food  utilities while he pays the rent. im so scared my parents will disown me if i do that but i just cant imagine my life without him. is there any way i can convince my parents to change their mind? i understand their concerns but at the end of the day, i want them to trust me and realize im not a baby and should be able to make my own choices. what do i do? from the usa",i am 16 and living in an apartment with my mother. i'm 22 and a year old. my mother is 21 and i'm an 18 year old. i'm a single mother and i'm a married man. i am a single mother living with my father and my mother is a single mother. i am a single mother living with my father and my mother is a single mother living with my mother. i'm a single mother living with my father and my mother is a single mother living with my mother. i am a single mother living with my father and my mother is a single mother living with my mother. i'm a single
pilot_0054,"hello. i have been with a boy for about 3 years. during this time we have broken up and got back together many times. he is very jealous and suspicious and gets upset very easily.a few months ago he found out that i had been keeping in touch with some of my ex boyfriends he read my message archive and acused me of cheating on him. i kept in touch with them because we remained friends after the breakups and didnt tell my bf about it because he would have overreacted. and he did. we brokeup for a few weeks , during which we continued talking every day and trying to fix the situation. we talked on the phone with those friends and he said that he understood that there was nothing going on between me and any of them and that he will forgive me for lying to him. we got back together and decided that i would be as transparent as possible and that he would be more understanding. after a month , he woke up one morning and asked me when was the last time that i had met with one of those boyfriends. as i had just woken up, i didnt remember exactly and took some time to remember about 1 minute . and then i told him. he took this hesitation as a sign that i was lying again and we had a fight. after that we broke up and he didnt want to see me or speak to me again. after a while we spoke and he said that he cant trust me any more and that there is a great possibility that i had cheated on him and that those friends with which we had spoken were lying to protect me. i tried to convince him that thats not true and that i am really sorry for lying and that it will never happen again. it didnt work. we didnt speak for a few days and today he came and brought me my things and told me that he hates me and that he doesnt care what happens to me from now on and that i dont deserve anything from him and not to bother him ever again. i understand where i was wrong and i really want to change and be honest from now on. and i want to work on this until it becomes natural. until i dont have to ask myself if i should tell the truth or not. please help with some advice. what can i do? what is with this sudden hatred towards me?",im sorry for not being honest with you. i am sorry for this. i am sorry that i did not understand your point. i have a lot of respect for you and your family. i am sorry that i was not able to see your family in the same way i was able to see your family in your past. i have no sympathy for you. i am sorry that i had to take some time out of my day to talk to you about this. i have no sympathy for you. i have no sympathy for you. i have no sympathy for you. i have no sympathy for you. i have no sympathy for you.
pilot_0055,"within this month, some extremely frighting and scary things have been occurring to me. i have begun to hear noises in my head saying different things with different accents, they tell me different things all the time. once i remember seeing a man in the forest all alone, and hearing voices stating to murder him. at some times, definitely a lot in my school, it feels like the entire day was one minute, i sometimes literally cannot remember anything i just did. it is extremely terrifying. i feel tired all the time, i rarely, if ever, smile. i am barely passing school, mostly ds and c minuses  i dont use a single second of my day on studying or doing homework, and seeing as i barely can function in my school environment, i barely understand anything i am supposed to be learning, and i really dont care. i am always silent all day, and when confronted i simply answer with the quickest response i can.","you are in a difficult situation. the first thing you need to do is to get help. the first thing you can do is to call 911. you said that you heard voices. it is possible that you heard voices in the forest and you are seeing them. there are many types of voices, but they are not necessarily the same. sometimes, they are both the same person. you might also hear voices in the hospital, or in the office, or in a place where people are being treated for a physical injury. the more you know about the voices, the more difficult it will be to determine who they are and how they can"
pilot_0056,"from a young woman in egypt the first person i ever loved was my boyfriend of a few months. it was toxic and abusive. he was suicidal and so was i at the time, he would self harm with me on the phone with him and hang up sometimes saying goodbye, good bye as in im leaving. i would stay up all night.",has been so difficult.the fact that your boyfriends suicide attempt was so big and so intense is a very big deal. it is the first time in your life that you have been in such a bad mood. it is also the first time in
pilot_0057,"from the u.s. i am a 22 year old graduate student who lives at home with my younger brother, my 47 year old mother, and grandmother. i found out my mother has an online dating profile while going through the computers search history looking for a website i found a few days earlier which isnt a problem, but it isnt a normal dating website. its a spanking dating profile.",is letting him go. she may be afraid of him and may not be able to protect him from the kind of violence that she fears.you have no idea how her fear will play out.
pilot_0058,"i have almost always been quite emotionally flat, in particular i am difficult at expressing love and i neither can i seem to get angry.","as though they are out of control. in that case, they may not want to be angry with you.i would suggest that you seek out a mental health professional to talk about your feelings. the therapist can help you to understand why you feel that way and how to move toward a more balanced and less angry way of thinking. in addition, the therapist can help you to learn how to manage your anger and to learn ways to handle your anger with other people."
pilot_0059,my ex is having a baby with someone else after just one month of ending our relationship. ive been having a very difficult time dealing with this. when me and my exboyfriend broke up we tried to be friends and hang out from time to time one day out of know where he told me we couldnt be friends anymore he didnt give me a clear explanation he just told me he didnt want me to start to cling to him again. we havent spoken since. later i found out the girl was pregnant at that same particular time and he had made her his girlfriend. i guess she was a rebound gone wrong and he is just taking responsibility for his actions but it still hurts.,"so i'm wondering if you can tell me what happened after i broke up with your ex. you are not in a relationship with your ex. i was going to say that you were not doing anything wrong but i was very worried about him getting pregnant. you were just doing it to get his attention. i'm not sure what happened to your ex. it's just the way he is. i was worried he was going to find out. i'm sure you were going to get in a fight with your ex. i would have told him but you just lied to me. he was just going to say no.
<assistant"
pilot_0060,"from the u.s. i have had symptoms of depression, and formerly anxiety as well, that interfere greatly with my everyday life for upwards of seven years. over the years i have attempted to reach out to medical professionals twice, the first time as a child, only for them to tell my parents i was totally fine, even though i was suffering from severe anxiety symptoms, depressive symptoms and self harming.","(1) It is my understanding that you are having trouble finding your doctor. I was at work the other day. The doctor asked me to get up and go to work. I was so tired and had to sit up for 10 minutes to get up. He told me to sit up and get up for 10 minutes. I sat up for 10 minutes. I felt very tired. The doctor said that he thought I should try to get up for 10 minutes, but I did not want to. The next day he told me to go to bed. I did not feel tired. He said that i should try to get up for 10"
pilot_0061,"hi, im new and im not sure whether my question belongs here but i dont have anyone else to ask. my problem is that im worried that i dont have any values or interests anymore. i used to follow a moral code, i was christian and rather conservative but liberal on some issues. i loved to read and create my own opinion on many topics. during high school, which was the worst time in my life, i have changed completely. besides becoming first an atheist, than a satanist, i have also lost all of my interest in studying or making friends. weve had a teacher who spend a lot of time telling us that there is no good or bad, that everything in life is relative. i believed in everything she said, reading all the books she recommended but now as years have past, i really cant live with myself anymore. nothing matters to me, genocides, war, politics in general seem to be unimportant. i know its weird but i dont feel like a human being anymore, i used to care for others, i wanted to change the world, help those in need but ever since i went to high school i feel like im just a body without a soul. i regret having my moral walls crushed by this teacher, and i regret the satanist phase and i would love to get back to my old self but im trying for years now and nothing really changes. if someone could explain what may have caused this change in my character and give me tips on how to find my old self back, i would really appreciate it. and sorry for my bad english, its a foreign language to me.","i think you are right. there are many reasons why you feel the way you do. first, you have a problem. the fact that you have a problem means that you have to deal with it. it means that you have to deal with the consequences of the actions you took. the consequences of your actions are to be punished. youre dealing with the consequences of a moral code. youre not a moralist. youre a social conservative. this is why moral codes are important.the moral code is a written code. it is a written record of what you have done. it is a way to know who you are and"
pilot_0062,"my son just turned nine and has been becoming very curious sexually. i know this is a time when he will begin having feelings that are new to him. but 2 years ago he was caught rubbing himself against his brother in bed. my husband and i calmly explained that it was inappropriate to do that to anyone. then we explained to his brother to always tell if anyone including family touches you that way. then last year we caught him trying to do it again, but his brother yelled at him and he was busted. we had the talk again but this time more in depth about possible consequences for doing that to unwilling participants. i had my husband explain about feeling he may be having and masturbation. this was at just eight. i found a journal of his and in it he was writing about a girl at school that he is embarrassed to have her see his nipples in swimming lessons, which i believe to be normal, but the next page says that he thinks she wants to have sex with him, he thinks he would want to do it with her as well. is this typical for this age in some kids? my younger boy isnt as curious. should i tell him i invaded his private journal and bring up the subject again? i have caught him peeking at our shows when hes supposed to be in bed game of thrones and with the talks i know he has an idea of what it is? should i be concerned right now or have him talk to a counselor? age 29, from canada",your son is very fortunate indeed that you are talking to him about his feelings. he has been caught doing this all along. it is a time when he is looking for the answers to his own questions and feelings and he is learning how to manage them. he has been able to control his behavior and have helped his brother become more open and mature. it sounds like your son is a very sensitive guy. he is also learning how to manage his own feelings and how to be a better father.i would highly recommend talking to your husband about what has happened and what you can do about it. the first thing is to get him into therapy
pilot_0063,"my issue is that a couple of months ago i realized that my mom was texting more than usual and when i would go see who she was texting she would move the phone out of my field of view so that made me even more curious, then a couple of days later i borrowed her computer to do school work and found a picture of a guy in a hotel room in his underwear that she took.","well the only thing i can think of is that this guy has a very nice beard and a nice face, and he's definitely a nice guy and I don't think he should be in the room with him.
<assistant>: I mean you know what else, I'm just glad that there was some sort of connection with him.
<assistant>: I know.
<assistant>: and I'm sure she's a good person.
<assistant>: I know.
<assistant>: It's probably because she's very sweet and kind and kind of very nice to be around.
<assistant"
pilot_0064,"from the u.s. ok, i will so my best to make my situation clear. i have battled with panic disorder with agoraphobia, and severe generalized anxiety disorder since i was 7 years old im 19. ive had two severe major depressive episodes, one of which i am going through right now. ive tried a variety of treatments, and am currently not on any medication.","your letter, my first thought was that you are having an episode of panic disorder. panic attacks are not uncommon in children. a few sessions with a therapist could help you figure out what is wrong and"
pilot_0065,"from the u.s. i do not believe that hate, resentment, or just a lack of caring are the appropriate feelings to have when someone is having a problem, and yet, i feel these types of feelings. seriously, one time my mom came home saying that her gallbladder was acting up and it really hurt, and what did i do? not even care!","to be concerned about your safety.i am sorry that you have been so helpless to get help. but, as you have discovered, there is help available for you. if you are not getting the support you need to"
pilot_0066,"im 15 years old, im not sure though. i have felt very souless to others, i felt no sympthy or empthy whats so ever. i always thought of terrible things to some people. i lie, only at times that i dont have the time to explain. i lie at times that i just have to get at what i want. i done manipulation to others. i need help, but i dont think my mother knows either, i have also been mute everytime im at school or just dont want to say anything that may upset my mother. i need advice or anything that can maybe help me, not do any of these things agian or ever. please, i need the advice. i also have awared that people have asked this, but still help would be nice.","i am very sorry that you feel this way. you need to do some research into what causes it and what is causing it. the most effective and logical way to do that is to contact the local mental health center or mental health clinic and ask for a referral. they will be able to help you. if they do not know about the problem, then the next step is to contact the local crisis team or a local mental health crisis team. the crisis team can help you sort it out.in the meantime, you should also try to make an appointment with your mother to get a complete picture of what is happening. it will help to"
pilot_0067,"i have always been a reader, and i often read in bed before sleep. as an adult, i occasionally fall asleep during this nightly ritual. but for the last 10  15 years, since i turned 50, a new twist has developed in this ritual, and i find it somewhat disturbing.","i have to wonder if your sleep deprivation is a way of coping with your past. the answer to that is yes. you have to wonder if it is possible that your sleep deprivation is a way of coping with your present life. if so, its important to have a sleep study. a sleep study can help determine the cause and the effect of your sleep deprivation. a sleep study can also determine if your sleep pattern is due to the natural course of your sleep cycle.the sleep deprivation is a symptom of depression. it is possible that you have a sleep disorder, but if so, you will have to make the choice. if you are"
pilot_0068,"youve probably seen this before, but not in this way, maybe. ive always tried to be an extrovert, despite my agoraphobia, i try my best. im nice to most people, i write comedic songs, i perform these things and i try to like everyone, but i have this problem. i keep wanting to kill random people, doesnt have to be out of anger, but even self defense. i want to kill someone ive never met and it doesnt make sense to me, i actually find myself plotting these things until i snap out of my daydreaming, kind of scares me. ive had a relatively good life, despite my mother not being around and my dad becoming distant, my grandparents were great parents. i feel like i could just kill someone without blinking an eye. i realize its a bad thing to do, i know its a horrible crime, but i dont really care. maybe the fact that im reaching out means i do care, but im still not sure. i think im more afraid of getting into trouble with the law more than i am of taking a life. i know im not crazy, because im way to rational about it. please understand that im probably not going to murder anyone, but if i could get away with it, i probably would. i dont think there is a problem, but if you see one, could you let me know?","i am sorry that you are experiencing such a great deal of fear. i would encourage you to speak to your school guidance counselor or a trusted faculty member, and explain the situation. they can help you. the school guidance counselor or the faculty member who is supervising your classes can assist you. they can also refer you to a mental health professional.you can also call the national suicide prevention and intervention nida crisis team, 800273273, at 800273.a nida crisis team is a team of trained mental health professionals who have been trained to deal with the problem of violence and to provide support to those who need it. they"
